studentikoos	studentikoze
dagvers	dagverse
deeltijds	deeltijdse
rul	
deerniswekkend	deerniswekkende
depri	
denim	
devoot	devote
denkelijk	denkelijke
dienstvaardig	dienstvaardige
coulant	coulante
tegemoetkomend	tegemoetkomende
achtergesteld	achtergestelde
donzen	
donkerblond	donkerblonde
doodgeboren	
donkergeel	donkergele
doenlijk	doenlijke
discutabel	discutabele
doodkalm	doodkalme
dolgedraaid	
doodgemoedereerd	doodgemoedereerde
bengelend	
deerlijk	deerlijke
bevreemdend	
gerist	
confuus	confuse
corduroy	
getuit	
jaknikkend	
kenschetsend	
klappertandend	
klaterend	
laagvliegend	
lonend	lonende
nagelbijtend	
oververzadigd	oververzadigde
sluimerend	sluimerende
structurerend	
vergenoegd	vergenoegde
verkankerde	
vervaard	vervaarde
geletterd	
vlijmend	
voorgewend	
pruttelend	
vuurspuwend	
draagkrachtig	draagkrachtige
doopsgezind	doopsgezinde
doorkneed	doorknede
doorwaakt	doorwaakte
doornat	doornatte
duizendkoppig	duizendkoppige
drieledig	drieledige
doorregen	doorregenste
drukbezet	drukbezette
eendaags	eendaagse
dweepziek	dweepzieke
eersterangs	
eerstkomend	eerstkomende
emancipatoir	emancipatoire
emancipatorisch	emancipatorische
eniggeboren	
encyclopedisch	encyclopedische
eivol	eivolle
allenig	allenige
hoogstgeplaatst	hoogstgeplaatste
hogergeplaatst	hogergeplaatste
eensluidend	eensluidende
geïnstitutionaliseerd	
leerrijk	leerrijke
diplomatisch	diplomatische
onrustwekkend	onrustwekkende
staalhard	staalharde
viertalig	viertalige
onbestaand	onbestaande
dolverliefd	dolverliefde
volslank	volslanke
symfonisch	symfonische
exuberant	exuberante
evangelisch	evangelische
familieziek	familiezieke
filharmonisch	filharmonische
fijnbesnaard	fijnbesnaarde
fijnmazig	fijnmazige
fabuleus	fabuleuze
kinky	kinkyste
eclatant	eclatante
formalistisch	formalistische
folkloristisch	folkloristische
fragmentarisch	fragmentarische
driest	drieste
filmisch	filmische
flakkerend	
flinterdun	flinterdunne
flankerend	flankerende
forsgebouwd	forsgebouwde
flonkerend	
fluks	flukse
multi-interpretabel	multi-interpretabele
piemelnaakt	piemelnaakte
eminent	eminente
full colour	
benedenwinds	benedenwindse
gastronomisch	gastronomische
gearmd	gearmde
gebruikersonvriendelijk	gebruikersonvriendelijke
gebruikersvriendelijk	gebruikersvriendelijke
gebruiksklaar	gebruiksklare
geestesziek	geesteszieke
geestverruimend	geestverruimende
gefortuneerd	gefortuneerde
gehoorgestoord	gehoorgestoorde
gehandtekend	
exquis	exquise
gekostumeerd	
gekarteld	
gelinieerd	
gemotoriseerd	gemotoriseerde
gekunsteld	gekunstelde
gemeenzaam	gemeenzame
geleed	gelede
geoutilleerd	geoutilleerde
geronnen	
medisch-ethisch	medisch-ethische
gevolmachtigd	gevolmachtigde
gevoeglijk	gevoeglijke
geruchtmakend	geruchtmakende
gezeglijk	gezeglijke
gevoegelijk	gevoegelijke
gezinsvervangend	gezinsvervangende
geringschattend	
gothic	
geëmotioneerd	geëmotioneerde
glaszuiver	glaszuivere
godgans	godganse
godsgruwelijk	godsgruwelijke
geprononceerd	geprononceerde
godgeklaagd	godgeklaagde
ongemotoriseerd	ongemotoriseerde
bedrijfsblind	bedrijfsblinde
halsbrekend	halsbrekende
godgeleerd	godgeleerde
grondwettig	grondwettige
grofmazig	grofmazige
grootsteeds	grootsteedse
halfbakken	halfbakkenste
goedertieren	goedertierenste
granieten	
groeizaam	groeizame
groggy	groggyste
halfgaar	halfgare
grif	griffe
grenen	
grensoverschrijdend	grensoverschrijdende
handsfree	
hangerig	hangerige
loontrekkend	loontrekkende
handzaam	handzame
heroïsch	heroïsche
heikel	heikele
herderlijk	herderlijke
heupwiegend	
zevenkleurs	zevenkleurse
hoogblond	hoogblonde
homerisch	homerische
hondsbrutaal	hondsbrutale
hoogstpersoonlijk	hoogstpersoonlijke
hoogdravend	hoogdravende
hoogoplopend	hoogoplopende
heroïek	
hooglopend	hooglopende
hooggeleerd	hooggeleerde
hoornen	
hoorndol	hoorndolle
hoogzwanger	hoogzwangere
geitenwollen	
huisje-boompje-beestje	
hydro-elektrisch	hydro-elektrische
geestrijk	geestrijke
huizenhoog	huizenhoge
impertinent	impertinente
gemoedelijk	gemoedelijke
incluis	
malve	
ijzingwekkend	ijzingwekkende
improductief	improductieve
incapabel	incapabele
inconsequent	inconsequente
hautain	hautaine
indolent	indolente
hoogsteigen	
indoor	
bescheten	
schijndood	
honkvast	honkvaste
heetgebakerd	heetgebakerde
hondsmoe	hondsmoeë
inefficiënt	inefficiënte
ineffectief	ineffectieve
intercommunaal	intercommunale
inlands	inlandse
irreëel	irreële
intercontinentaal	intercontinentale
interregionaal	interregionale
inschikkelijk	inschikkelijke
joyeus	joyeuze
Kamper	
katterig	katterige
kameleontisch	kameleontische
kaduuk	kaduke
inktzwart	inktzwarte
kerks	kerkse
keramisch	keramische
klaaglijk	klaaglijke
kiplekker	kiplekkere
klierig	klierige
onverdroten	onverdrotenste
klinkklaar	klinkklare
kletterend	
knalhard	knalharde
kolderiek	kolderieke
onderspannen	
koloniaal	koloniale
kamerbreed	kamerbrede
klemvast	klemvaste
honds	hondse
korzelig	korzelige
kouwelijk	kouwelijke
kortaangebonden	
koopziek	koopzieke
kortlopend	kortlopende
overhangend	
kregel	kregele
kruiselings	kruiselingse
kriegel	kriegele
kreukvrij	kreukvrije
krijtwit	krijtwitte
kwijnend	kwijnende
maffioos	maffioze
seborroïsch	seborroïsche
lamentabel	lamentabele
landerig	landerige
greige	
langgerekt	langgerekte
volksvreemd	volksvreemde
kraakhelder	kraakheldere
openslaand	
pompaf	
lazarus	
wijduit	
monopolistisch	monopolistische
low budget	
losbladig	losbladige
legergroen	legergroene
lumineus	lumineuze
luchtmobiel	luchtmobiele
luisterrijk	luisterrijke
libertijns	libertijnse
levensbedreigend	levensbedreigende
levenskrachtig	levenskrachtige
lethargisch	lethargische
liefderijk	liefderijke
loffelijk	loffelijke
lijfelijk	lijfelijke
lodderig	lodderige
kattepierig	
loepzuiver	loepzuivere
lommerrijk	lommerrijke
rücksichtslos	rücksichtslose
likkebaardend	
schijtziek	schijtzieke
majestueus	majestueuze
malicieus	malicieuze
mallotig	mallotige
lijkwit	lijkwitte
maarts	maartse
masculien	masculiene
manisch-depressief	manisch-depressieve
maatgevend	maatgevende
martiaal	martiale
max.	
medelijdend	medelijdende
mediageniek	mediagenieke
magistraal	magistrale
bespraakt	bespraakte
ondoenlijk	ondoenlijke
metallic	
memorabel	memorabele
mensonterend	mensonterende
mensonwaardig	mensonwaardige
menslievend	menslievende
middernachtelijk	middernachtelijke
mijnbouwkundig	mijnbouwkundige
minderbedeeld	minderbedeelde
dotaal	dotale
middelpuntzoekend	middelpuntzoekende
verbeterlijk	verbeterlijke
minvermogend	minvermogende
militant	militante
kristalhelder	kristalheldere
moederlijk	moederlijke
misantropisch	misantropische
mismoedig	mismoedige
misantroop	
moralistisch	moralistische
multiraciaal	multiraciale
macrobiotisch	macrobiotische
murmelend	
naamwoordelijk	naamwoordelijke
nevenstaand	nevenstaande
nietswaardig	nietswaardige
monomaan	
no-nonsense	
nietsvermoedend	nietsvermoedende
non-profit	
nuffig	nuffige
noords	noordse
nijver	nijvere
nymfomaan	nymfomane
numeriek	numerieke
obscuur	obscure
nieuwbakken	nieuwbakkenste
onbestelbaar	onbestelbare
onbeschreven	onbeschrevenste
nurks	nurkse
obstinaat	obstinate
gemoedereerd	gemoedereerde
onbescheiden	onbescheidenste
onaangetast	onaangetaste
obligaat	obligate
onbebouwd	onbebouwde
onbeproefd	onbeproefde
onbehaaglijk	onbehaaglijke
onbehouwen	onbehouwenste
onaangeroerd	onaangeroerde
onaandoenlijk	onaandoenlijke
oeroud	oeroude
onbedaarlijk	onbedaarlijke
oervervelend	oervervelende
onbetuigd	onbetuigde
onbevestigd	onbevestigde
onbewezen	onbewezenste
onbevooroordeeld	onbevooroordeelde
onbevredigend	onbevredigende
onbezoldigd	onbezoldigde
onbewolkt	onbewolkte
onbezwaard	onbezwaarde
onchristelijk	onchristelijke
onbillijk	onbillijke
onbrandbaar	onbrandbare
onbuigzaam	onbuigzame
ondershands	ondershandse
onderverzekerd	onderverzekerde
onderontwikkeld	onderontwikkelde
ondeugdelijk	ondeugdelijke
ondoelmatig	ondoelmatige
ongecompliceerd	ongecompliceerde
oneffen	
ongebreideld	ongebreidelde
ondoordacht	ondoordachte
ongemeen	ongemene
ongelood	ongelode
ongenietbaar	ongenietbare
ongekunsteld	ongekunstelde
ongelikt	ongelikte
ongezeglijk	ongezeglijke
ongeschoold	ongeschoolde
ongenuanceerd	
bluts	
onhebbelijk	
poepiedoepie	
gegradueerd	gegradueerde
negroïde	negroïdere
onbeheerst	onbeheerste
onaangepast	onaangepaste
onheuglijk	onheuglijke
onovertroffen	onovertroffenste
onkerkelijk	onkerkelijke
onherbergzaam	onherbergzame
onreglementair	onreglementaire
onpasselijk	onpasselijke
onthand	onthande
ontactisch	ontactische
onoprecht	onoprechte
onloochenbaar	onloochenbare
onrustbarend	onrustbarende
onparlementair	onparlementaire
ontheemd	ontheemde
onmondig	onmondige
ontijdig	ontijdige
ontoegankelijk	ontoegankelijke
ononderbroken	
onsympathiek	onsympathieke
onuitsprekelijk	onuitsprekelijke
ontredderd	ontredderde
onverdiend	onverdiende
ontzaglijk	
allermooist	allermooiste
onvervaard	onvervaarde
onvertogen	onvertogenste
onvolwaardig	onvolwaardige
ontworteld	
onvergelijkelijk	
Wijchens	Wijchense
onnut	
onverhoeds	onverhoedse
ongeblust	ongebluste
onvolkomen	onvolkomenste
onzelfstandig	onzelfstandige
onwezenlijk	onwezenlijke
onzacht	onzachte
onwerkbaar	onwerkbare
doodnormaal	doodnormale
onwelgevallig	onwelgevallige
onvrij	onvrije
onwelvoeglijk	onwelvoeglijke
100-jarig	100-jarige
honderdjarig	honderdjarige
hebbelijk	hebbelijke
onconventioneel	onconventionele
loochenbaar	loochenbare
weerlegbaar	weerlegbare
oprukkend	
onvast	onvaste
niet-ontvankelijk	niet-ontvankelijke
opzwepend	
romaans	romaanse
twintigste-eeuws	twintigste-eeuwse
oudheidkundig	oudheidkundige
ostentatief	ostentatieve
oversized	oversizede
oververtegenwoordigd	oververtegenwoordigde
pan-Amerikaans	pan-Amerikaanse
pan-Arabisch	pan-Arabische
pan-Europees	pan-Europese
oudbakken	oudbakkenste
overbekend	overbekende
kuitziek	kuitzieke
overdruk	
pastoraal	pastorale
pasklaar	pasklare
pauselijk	pauselijke
petrochemisch	petrochemische
penibel	penibele
pensioengerechtigd	pensioengerechtigde
perspex	
platboomd	platboomde
planmatig	planmatige
plausibel	plausibele
platbodemd	
pedant	
plompverloren	plompverlorenste
Lezgisch	
oversekst	oversekste
opgezweept	
hakbaar	hakbare
pontificaal	pontificale
pompeus	pompeuze
portvrij	portvrije
poliklinisch	poliklinische
prepaid	
puriteins	puriteinse
preferent	preferente
probaat	probate
postaal	postale
pront	pronte
programmatisch	programmatische
prinselijk	prinselijke
profaan	profane
provisorisch	provisorische
overrompelend	
radiografisch	radiografische
quasiwetenschappelijk	quasiwetenschappelijke
onwetenschappelijk	onwetenschappelijke
rationalistisch	rationalistische
rechtstandig	rechtstandige
redekundig	redekundige
rasecht	rasechte
regelbaar	regelbare
rechtgeaard	rechtgeaarde
reformatorisch	reformatorische
regentesk	regenteske
rechtdoorzee	
ravenzwart	ravenzwarte
raszuiver	raszuivere
reumatisch	reumatische
ridderlijk	ridderlijke
ridicuul	ridicule
riant	riante
roemrucht	roemruchte
ruiterlijk	ruiterlijke
rolbevestigend	rolbevestigende
reuzeleuk	reuzeleuke
ruraal	rurale
rijendik	rijendikke
rustiek	rustieke
roetzwart	roetzwarte
roestbruin	roestbruine
prijsbewust	prijsbewuste
retegoed	retegoede
ritmisch	ritmische
verdoken	
ravissant	ravissante
proefondervindelijk	proefondervindelijke
rabiaat	rabiate
schabouwelijk	schabouwelijke
scabreus	scabreuze
schalks	schalkse
sardonisch	sardonische
sacraal	sacrale
schallend	
schoorvoetend	schoorvoetende
schuimig	schuimige
schrijlings	
schutterig	schutterige
semipermanent	semipermanente
selfsupporting	
sektarisch	sektarische
rotsvast	rotsvaste
sereen	serene
gevind	gevinde
slagaderlijk	slagaderlijke
select	selecte
slaapdronken	slaapdronkenste
slaafs	slaafse
skai	
affabel	affabele
peer-to-peer	
automagisch	automagische
zonnelicht	
transformationeel-generatief	transformationeel-generatieve
buitenst	buitenste
drugsverslaafd	drugsverslaafde
technisch-wetenschappelijk	technisch-wetenschappelijke
jonggehuwd	jonggehuwde
holhoornig	holhoornige
slechthorend	slechthorende
slechtgehumeurd	slechtgehumeurde
gokverslaafd	gokverslaafde
heelkundig	heelkundige
buikpotig	buikpotige
popiejopie	
smadelijk	smadelijke
slijtvast	slijtvaste
snaaks	snaakse
smoordronken	
snobistisch	snobistische
solistisch	solistische
soortelijk	soortelijke
sociabel	sociabele
snipverkouden	
zwartgeblakerd	zwartgeblakerde
meinedig	meinedige
niet-gelovig	niet-gelovige
silicone	
notabel	notabele
spichtig	spichtige
spinnijdig	spinnijdige
spiernaakt	spiernaakte
spiedend	
spartaans	spartaanse
spijkerhard	spijkerharde
omwonend	omwonende
onvoordelig	onvoordelige
bacteriedodend	bacteriedodende
verstrooiend	
rederijk	rederijke
ondermaans	ondermaanse
principaal	
sociaaleconomisch	sociaaleconomische
Andaloesisch	Andaloesische
onhanteerbaar	onhanteerbare
tersluik	tersluike
spreekwoordelijk	spreekwoordelijke
staatsrechtelijk	staatsrechtelijke
salonfähig	salonfähige
stads	stadse
hufterproof	
staatsgevaarlijk	staatsgevaarlijke
radicaalislamitisch	radicaalislamitische
snoeihard	snoeiharde
steekhoudend	steekhoudende
steels	steelse
stemgerechtigd	stemgerechtigde
stekeblind	stekeblinde
morose	morosere
stiefmoederlijk	stiefmoederlijke
stikdonker	stikdonkere
snerpend	
stomvervelend	stomvervelende
zelotisch	zelotische
tweekleppig	tweekleppige
supersnel	supersnelle
symbiotisch	symbiotische
destinatief	destinatieve
stram	stramme
streperig	streperige
tachtigjarig	tachtigjarige
stringent	stringente
bischierig	bischierige
gyneseksueel	
androseksueel	
waterproof	
opzichzelfstaand	opzichzelfstaande
opzichzelfstaand	opzichzelfstaande
terracotta	
superrijk	superrijke
tenenkrommend	tenenkrommende
tijdgebonden	tijdgebondenste
tiptop	
thermopane	
tipsy	tipsyste
tiranniek	tirannieke
toeschietelijk	toeschietelijke
transgeen	transgene
tragikomisch	tragikomische
topfit	topfitte
traditiegetrouw	traditiegetrouwe
tweegestreept	tweegestreepte
topzwaar	topzware
driegestreept	driegestreepte
eengestreept	eengestreepte
viergestreept	viergestreepte
vijfgestreept	vijfgestreepte
tumultueus	tumultueuze
tureluurs	
tweestemmig	tweestemmige
teut	
typografisch	typografische
trouwhartig	trouwhartige
ultrarechts	ultrarechtse
uithuizig	uithuizige
uniseks	
urbaan	urbane
ultramodern	ultramoderne
uitgeteerd	uitgeteerde
i.g.st.	
geometrisch	geometrische
goudblond	goudblonde
gedachtig	
geleedpotig	geleedpotige
eenkleurig	eenkleurige
duurkoop	
druipnat	druipnatte
gelijkgezind	gelijkgezinde
dubbelslachtig	dubbelslachtige
eenslachtig	eenslachtige
fluorescerend	
werkzoekend	werkzoekende
vaderlandlievend	vaderlandlievende
vacuümverpakt	vacuümverpakte
veelstemmig	veelstemmige
veelkoppig	veelkoppige
vaderlandslievend	vaderlandslievende
vakbekwaam	vakbekwame
vechtlustig	vechtlustige
veelsoortig	veelsoortige
vederlicht	vederlichte
veelomvattend	veelomvattende
uitgemergeld	
onbekookt	onbekookte
verderfelijk	verderfelijke
verfoeilijk	verfoeilijke
vierdaags	vierdaagse
verbreid	verbreide
verhoudingsgewijs	verhoudingsgewijze
verkieselijk	verkieselijke
reciproque	
verdekt	verdekte
knetterbek	
verlokkelijk	verlokkelijke
verkikkerd	verkikkerde
vergevorderd	vergevorderde
korzel	
vergoelijkend	
verhipt	verhipte
knobbelig	knobbelige
knetterhard	knetterharde
retecool	retecoole
rild	rilde
mutsig	mutsige
vermetel	vermetele
verneukeratief	verneukeratieve
skeer	
adstringent	adstringente
ongezoet	ongezoete
ongeschreven	
praatziek	praatzieke
ongekamd	ongekamde
onbemiddeld	onbemiddelde
onberoerd	onberoerde
dommelig	dommelige
maanverlicht	maanverlichte
ongehavend	ongehavende
ongemalen	
ongeremd	ongeremde
retegeil	retegeile
keigaaf	keigave
aanhoudelijk	aanhoudelijke
devonisch	devonische
abrahamitisch	abrahamitische
verzaligd	verzaligde
verstelbaar	verstelbare
verwijfd	
vijfdeurs	
vliesdun	vliesdunne
verstokt	verstokte
vleugellam	vleugellamme
verzot	verzotte
vierbaans	
vierdeurs	
vertoornd	
viriel	viriele
vilein	vileine
vingervlug	vingervlugge
vertakt	vertakte
volleerd	volleerde
laatstleden	
voorleden	
onbelast	onbelaste
vlassen	
Anglo-Normandisch	
schalk	
beire	
Duitssprekend	Duitssprekende
laaggeletterd	laaggeletterde
vollenbak	
Engelssprekend	Engelssprekende
voormeld	voormelde
volvet	volvette
voorhistorisch	voorhistorische
vooroorlogs	vooroorlogse
volumineus	volumineuze
vooringenomen	vooringenomenste
voorwereldlijk	voorwereldlijke
vormelijk	vormelijke
godverlaten	
antediluviaal	antediluviale
vrouwonvriendelijk	vrouwonvriendelijke
vrouwvriendelijk	vrouwvriendelijke
waaks	waakse
tweedeurs	
vroegrijp	vroegrijpe
waterbouwkundig	waterbouwkundige
total loss	
waardevrij	waardevrije
wanordelijk	wanordelijke
welbewust	welbewuste
driedeurs	
weledelzeergeleerd	weledelzeergeleerde
weldoorvoed	weldoorvoede
weledelgeboren	
welgelegen	welgelegenste
weifelmoedig	weifelmoedige
weledelgeleerd	weledelgeleerde
weledelgestreng	weledelgestrenge
weerkerend	
welbesteed	welbestede
weledel	weledele
werkwoordelijk	werkwoordelijke
werktuiglijk	werktuiglijke
wellevend	wellevende
wetmatig	wetmatige
welriekend	welriekende
welopgevoed	welopgevoede
wezensvreemd	wezensvreemde
welvoeglijk	welvoeglijke
welsprekend	welsprekende
welgezind	welgezinde
wijdverbreid	wijdverbreide
wildvreemd	wildvreemde
wijdlopig	wijdlopige
wormstekig	wormstekige
woordelijk	woordelijke
zinledig	zinledige
zinnebeeldig	zinnebeeldige
zusterlijk	zusterlijke
zelfvoldaan	zelfvoldane
zelfvoorzienend	zelfvoorzienende
zuurverdiend	zuurverdiende
zinnenprikkelend	zinnenprikkelende
voorgekookt	
zonneklaar	zonneklare
roemrijk	roemrijke
kingsize	
welvaartsvast	welvaartsvaste
swag	
hondachtig	hondachtige
kops	kopse
odieus	odieuze
doodsbenauwd	doodsbenauwde
aride	aridere
vertyfte	
digital born	
vertrouwenwekkend	vertrouwenwekkende
dieptriest	dieptrieste
voorhuwelijks	voorhuwelijkse
vierdelig	vierdelige
vijfdelig	vijfdelige
wasbaar	wasbare
drugsvrij	drugsvrije
onconditioneel	onconditionele
handenwrijvend	handenwrijvende
doodsimpel	doodsimpele
onbeschut	onbeschutte
ongeladen	
ongepeld	ongepelde
onbesmet	onbesmette
onderbezet	onderbezette
trouwziek	trouwzieke
Oost-Fries	Oost-Friese
onsportief	onsportieve
onvervuld	onvervulde
theologisch	theologische
animistisch	animistische
waterrijk	waterrijke
kierewiet	
molmig	molmige
onbewimpeld	onbewimpelde
zuurvrij	zuurvrije
gevechtsklaar	gevechtsklare
niet-godsdienstig	niet-godsdienstige
ongodsdienstig	ongodsdienstige
stervensduur	
onbelicht	onbelichte
ongelakt	ongelakte
ongekookt	ongekookte
onverhuld	onverhulde
oerlelijk	oerlelijke
nauwsluitend	nauwsluitende
basaltgrijs	
genderneutraal	genderneutrale
sensatiebelust	sensatiebeluste
Latijns	Latijnse
vijfdaags	vijfdaagse
tweedaags	tweedaagse
vorstvrij	vorstvrije
zwaargebouwd	zwaargebouwde
tongstrelend	tongstrelende
wetenswaardig	wetenswaardige
pijnvrij	pijnvrije
aangifteplichtig	aangifteplichtige
honnig	honnige
beschouwelijk	beschouwelijke
schijnzwanger	schijnzwangere
godvrezend	godvrezende
suikerzoet	suikerzoete
onbeplant	onbeplante
dikmakend	dikmakende
visachtig	visachtige
autogek	
onbereden	onberedenste
onbeladen	onbeladenste
viervoetig	viervoetige
gemutst	gemutste
toetsbaar	toetsbare
veelbewogen	
onaangedaan	onaangedane
ongedrukt	ongedrukte
beregoed	beregoede
imperfect	imperfecte
roomwit	roomwitte
random	
rotslecht	rotslechte
zuiders	zuiderse
baniz	
wondergoed	wondergoede
tweezits	
overrijp	overrijpe
knotsgek	knotsgekke
minimalistisch	minimalistische
agnostisch	agnostische
panoramisch	panoramische
aquatisch	aquatische
vierzijdig	vierzijdige
apollinisch	apollinische
tochtvrij	tochtvrije
slechtgezind	slechtgezinde
steenhard	steenharde
kiemvrij	kiemvrije
tolvrij	tolvrije
atactisch	atactische
Esperantisch	Esperantische
bacchantisch	bacchantische
panseksueel	panseksuele
welbemind	welbeminde
atheïstisch	atheïstische
persistent	persistente
aidsremmend	aidsremmende
aidsmoe	aidsmoeë
hyperkinetisch	hyperkinetische
vingerdik	vingerdikke
machtsgeil	machtsgeile
wereldwijs	wereldwijze
probleemvol	probleemvolle
probleemgericht	probleemgerichte
probleemoplossend	probleemoplossende
probleemgestuurd	probleemgestuurde
biomorf	biomorfe
catatoon	catatone
catechetisch	catechetische
brisant	brisante
hardhorig	hardhorige
relaxerend	
deugddoend	deugddoende
opflakkerend	
kotsbeu	kotsbeue
halftijds	halftijdse
chinchilla	
corporaal	corporale
kerkhistorisch	kerkhistorische
wansmakelijk	wansmakelijke
demi-sec	
onbehulpzaam	onbehulpzame
